Unnamed: 0,id,sku,short_description,price,list_price,discount,discount_rate,rating_average,review_count,quantity_sold,inventory_status,product_name,brand_id,brand_name
5,124742926,4409272649267,MacBook Air (13 inch)Mạnh mẽ vươn tới thành công. Mà nhẹ bỗng.MacBook Air. Với chip M1.MacBook Air. Sức mạnh cho học tập.Vô cùng gọn nhẹ. Vô cùng mạnh mẽ cho việc học.Nội dung quảng cáoMacBook A...,18290000,29990000,11700000,39,5.0,848,2860,available,MacBook Air (13 inch)Mạnh mẽ vươn tới thành công. Mà nhẹ bỗng.MacBook Air. Với chip M1.MacBook Air. Sức mạnh cho học tập.Vô cùng gọn nhẹ. Vô cùng mạnh mẽ cho việc học.Nội dung quảng cáoMacBook A...,17827,Apple
6,108924121,9546440966387,"Đánh giá Laptop Dell Latitude 3520 (70251603) chính hãng, cấu hình caoSức mạnh tuyệt đối đến từ CPU Intel thế hệ 11 Tiger LakeXuất hiện liên tục với các laptop siêu mỏng nhẹ với chứng chỉ Evo của I...",10150000,10150000,0,0,5.0,3,5,available,"Đánh giá Laptop Dell Latitude 3520 (70251603) chính hãng, cấu hình caoSức mạnh tuyệt đối đến từ CPU Intel thế hệ 11 Tiger LakeXuất hiện liên tục với các laptop siêu mỏng nhẹ với chứng chỉ Evo của I...",18805,Dell
7,191659040,6394306507794,"CPUAMD Ryzen 7 5800U Processor (1.90 GHz, 16MB Cache, Up to 4.40 GHz, 8 Cores 16 Threads)Memory8GB LPDDR4x Bus 4266MHz Memory OnboardHard Disk512GB PCIe NVMe M.2 SSDVGAAMD Radeon Graphics Vega...",15150000,15150000,0,0,5.0,7,14,available,"CPUAMD Ryzen 7 5800U Processor (1.90 GHz, 16MB Cache, Up to 4.40 GHz, 8 Cores 16 Threads)Memory8GB LPDDR4x Bus 4266MHz Memory OnboardHard Disk512GB PCIe NVMe M.2 SSDVGAAMD Radeon Graphics Vega...",18604,Lenovo
9,146563301,5497658587484,"THÔNG SỐ KỸ THUẬTCPU10th Generation Intel Core i3 _ 1005G1 Processor ( 1.20 GHz, 4M Cache, Up to 3.40 GHz)Memory4GB DDr4 Bus 2666Mhz Onboard (1 x Slot RAM)Hard Disk256GB PCIe NVMe M.2...",7650000,7650000,0,0,5.0,2,8,available,"THÔNG SỐ KỸ THUẬTCPU10th Generation Intel Core i3 _ 1005G1 Processor ( 1.20 GHz, 4M Cache, Up to 3.40 GHz)Memory4GB DDr4 Bus 2666Mhz Onboard (1 x Slot RAM)Hard Disk256GB PCIe NVMe M.2...",18604,Lenovo
15,179403775,1737830135119,"Laptop Acer Aspire 3 A314 35 P3G9 (NX.A7SSV.007) là chiếc máy phù hợp với học sinh, sinh viên với thiết kế mỏng nhẹ và hiệu năng ổn định của chip Intel và card tích hợp trên máy đáp ứng tốt các nhu c...",10188000,10188000,0,0,0.0,0,3,available,"Laptop Acer Aspire 3 A314 35 P3G9 (NX.A7SSV.007) là chiếc máy phù hợp với học sinh, sinh viên với thiết kế mỏng nhẹ và hiệu năng ổn định của chip Intel và card tích hợp trên máy đáp ứng tốt các nhu c...",18803,Acer
16,143022294,5748219392977,Laptop gaming tốt nhất phân khúcLaptop Acer Aspire 7 A715-42G-R05G là chiếc laptop gaming 2021 được tích hợp rất nhiều sức mạnh vào khung máy. Với NVIDIA graphic GTX 1650 mới nhất giúp tăng khả năng ...,17520000,17520000,0,0,0.0,0,0,available,Laptop gaming tốt nhất phân khúcLaptop Acer Aspire 7 A715-42G-R05G là chiếc laptop gaming 2021 được tích hợp rất nhiều sức mạnh vào khung máy. Với NVIDIA graphic GTX 1650 mới nhất giúp tăng khả năng ...,18803,Acer
17,180396084,3674775482662,"Lenovo ThinkBook 14s Yoga ITL (20WE007PVN) là chiếc laptop sở hữu phong cách thiết kế cao cấp cùng hiệu năng vượt trội đến từ chip Intel gen 11 sẵn sàng đáp ứng mọi nhu cầu học tập, làm việc đến giải ...",29775600,29775600,0,0,0.0,0,0,available,"Lenovo ThinkBook 14s Yoga ITL (20WE007PVN) là chiếc laptop sở hữu phong cách thiết kế cao cấp cùng hiệu năng vượt trội đến từ chip Intel gen 11 sẵn sàng đáp ứng mọi nhu cầu học tập, làm việc đến giải ...",18604,Lenovo
18,179167744,2656114310580,Laptop Acer Aspire A315-56-58EG NX.HS5SV.00J (Core i5 1035G1/ 4Gb/ 256Gb SSD/ 15.6Inch Full HD - IPS/VGA ON/Win11/Black).Acer Aspire A315 là dòng laptop phù hợp cho rất nhiều đối tượng bởi những ưu đ...,13788000,13788000,0,0,0.0,0,0,available,Laptop Acer Aspire A315-56-58EG NX.HS5SV.00J (Core i5 1035G1/ 4Gb/ 256Gb SSD/ 15.6Inch Full HD - IPS/VGA ON/Win11/Black).Acer Aspire A315 là dòng laptop phù hợp cho rất nhiều đối tượng bởi những ưu đ...,18803,Acer
19,155831428,6833776781066,"Thiết kế tinh tếLaptop Dell Vostro 15 3510 7T2YC2 sở hữu thiết kế đơn giản nhưng vẫn rất tinh tế với màu đen tuyền toàn bộ máy, các góc cạnh hơi bo tròn mềm mại, cắt vát tinh tế. Máy có kết cấu chắc ...",20990000,20990000,0,0,4.0,1,3,available,"Thiết kế tinh tếLaptop Dell Vostro 15 3510 7T2YC2 sở hữu thiết kế đơn giản nhưng vẫn rất tinh tế với màu đen tuyền toàn bộ máy, các góc cạnh hơi bo tròn mềm mại, cắt vát tinh tế. Máy có kết cấu chắc ...",18805,Dell
20,70692002,1826287332738,"Thiết kế gọn nhẹ, tiện dụngLaptop Dell Vostro 3405 V4R53500U003W có thiết kế chắc chắn với tông màu đen sang trọng, cứng cáp. Sản phẩm có trọng lượng nhẹ, kích thước nhỏ gọn, để bạn dễ dàng mang theo...",11550000,11550000,0,0,5.0,2,5,available,"Thiết kế gọn nhẹ, tiện dụngLaptop Dell Vostro 3405 V4R53500U003W có thiết kế chắc chắn với tông màu đen sang trọng, cứng cáp. Sản phẩm có trọng lượng nhẹ, kích thước nhỏ gọn, để bạn dễ dàng mang theo...",18805,Dell
21,77117709,7071340418684,"Hệ điều hành : Windows 10 Home SLBộ vi xử lý : Intel Core i5-1135G7 Processor (.2.4GHz Up to 4.2 GHz, 4Cores, 8Threads, 8MB Cache, FSB 4GT/s)Màn hình : 15.6 inch Full HD (1920 x 1080) diagonal anti-...",15290000,15290000,0,0,0.0,0,0,available,"Hệ điều hành : Windows 10 Home SLBộ vi xử lý : Intel Core i5-1135G7 Processor (.2.4GHz Up to 4.2 GHz, 4Cores, 8Threads, 8MB Cache, FSB 4GT/s)Màn hình : 15.6 inch Full HD (1920 x 1080) diagonal anti-...",18604,Lenovo
22,160305537,3883571420121,Surface Laptop Go Core i5 / RAM 8GB / SSD 128GB / 12.4 inch / 1.1kg / Win 10 —————— THÔNG SỐ KỸ THUẬT ——————CPU: Intel Core i5-1035G1 Quad-Core (10th Gen) 6MB up to 3.6 GHzRAM: 8GB LPDDR4xDung ...,12700000,12700000,0,0,0.0,0,0,available,Surface Laptop Go Core i5 / RAM 8GB / SSD 128GB / 12.4 inch / 1.1kg / Win 10 —————— THÔNG SỐ KỸ THUẬT ——————CPU: Intel Core i5-1035G1 Quad-Core (10th Gen) 6MB up to 3.6 GHzRAM: 8GB LPDDR4xDung ...,19246,Microsoft
23,159909050,6096641209444,Sức mạnh xử lý mạnh mẽLaptop Acer Nitro 5 Tiger AN515-58-52SP thống trị thế giới trò chơi với sức mạnh tổng hợp của bộ xử lý Intel Core i5 thế hệ thứ 12 mới nhất và GPU NVIDIA GeForce RTX 30 Series (...,24000000,24000000,0,0,0.0,0,0,available,Sức mạnh xử lý mạnh mẽLaptop Acer Nitro 5 Tiger AN515-58-52SP thống trị thế giới trò chơi với sức mạnh tổng hợp của bộ xử lý Intel Core i5 thế hệ thứ 12 mới nhất và GPU NVIDIA GeForce RTX 30 Series (...,18803,Acer
24,181475022,9537870301293,Bàn phím cơ DareU EK810 Brown switchMột bước tiến cấu hình vượt bật được Acer ưu ái trên chiếc laptop Acer Nitro 5 Tiger AN515 58 52SP i5 (NH.QFHSV.001) khi trang bị bộ vi xử lý Intel Gen 12 đầy mạnh ...,28188000,28188000,0,0,0.0,0,0,available,Bàn phím cơ DareU EK810 Brown switchMột bước tiến cấu hình vượt bật được Acer ưu ái trên chiếc laptop Acer Nitro 5 Tiger AN515 58 52SP i5 (NH.QFHSV.001) khi trang bị bộ vi xử lý Intel Gen 12 đầy mạnh ...,18803,Acer
25,269955838,8731810336796,"MSI Modern 15 B7M-238VN là dòng laptop sinh viên cấu hình mạnh, thiết kế đẹp mắt. Với mức giá hợp lý thì đây là một trong những dòng laptop MSI dành cho học sinh - sinh viên đang tìm dòng máy tính...",16990000,16990000,0,0,0.0,0,0,available,"MSI Modern 15 B7M-238VN là dòng laptop sinh viên cấu hình mạnh, thiết kế đẹp mắt. Với mức giá hợp lý thì đây là một trong những dòng laptop MSI dành cho học sinh - sinh viên đang tìm dòng máy tính...",49067,MSI 
26,177639585,8613175741943,"AppearanceDimension332*214*21.3(H)mm Net weightabout 1390g ColorIron Gray MaterialsPlastic  CPUTypeIntel Gemini Lake N4020 Dual Core, 1.1GHz - 2.8GHz GPUTypeIntel UHD Graphics 600...",10390000,10390000,0,0,5.0,3,4,available,"AppearanceDimension332*214*21.3(H)mm Net weightabout 1390g ColorIron Gray MaterialsPlastic  CPUTypeIntel Gemini Lake N4020 Dual Core, 1.1GHz - 2.8GHz GPUTypeIntel UHD Graphics 600...",209445,Chuwi
27,186139798,5793195214003,"Thông số HP Victus 16-d0293TX (5Z9R4PA)• CPU Intel Core i5-11400H 2.7GHz up to 4.5GHz 12MB• RAM 8GB (4x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512 GB PCIe NVMe TLC M.2 SSD (Cò...",27990000,27990000,0,0,0.0,0,0,available,"Thông số HP Victus 16-d0293TX (5Z9R4PA)• CPU Intel Core i5-11400H 2.7GHz up to 4.5GHz 12MB• RAM 8GB (4x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)• Ổ cứng 512 GB PCIe NVMe TLC M.2 SSD (Cò...",17825,HP
28,177455788,5516815681233,"Hệ điều hành : Windows 11 Home SLBộ vi xử lý : Intel Core i5-1135G7 Processor (.2.4GHz Up to 4.2 GHz, 4Cores, 8Threads, 8MB Cache, FSB 4GT/s)Màn hình : 14 inch Full HD (1920 x 1080) IPS LCD LED Back...",19990000,19990000,0,0,0.0,0,0,available,"Hệ điều hành : Windows 11 Home SLBộ vi xử lý : Intel Core i5-1135G7 Processor (.2.4GHz Up to 4.2 GHz, 4Cores, 8Threads, 8MB Cache, FSB 4GT/s)Màn hình : 14 inch Full HD (1920 x 1080) IPS LCD LED Back...",474531,Lenovo Thinkpad
30,177631977,3026157927830,"Product StyleDimension 307*200.8*12.3(H)mmNet weight around 1200gColor CoffeeMaterial MetalCPU TypeIntel Gemini-Lake, N4120 14nm 1.0GHz-2.4GHz64 bit Quad Core Quad ThreadGPU Type Intel U...",10590000,10590000,0,0,0.0,0,0,available,"Product StyleDimension 307*200.8*12.3(H)mmNet weight around 1200gColor CoffeeMaterial MetalCPU TypeIntel Gemini-Lake, N4120 14nm 1.0GHz-2.4GHz64 bit Quad Core Quad ThreadGPU Type Intel U...",209445,Chuwi
31,177614108,4483614034785,"AppearanceDimension310*229.5*20.6 (H)mm Net weightaround 1500g ColorIron Gray  CPUTypeIntel Celeron Processor N5100, 10nm  4C/4T   1.1GHz--2.8GHzGPUTypeIntel UHD Graphics 600 LCDScr...",10990000,10990000,0,0,5.0,2,2,available,"AppearanceDimension310*229.5*20.6 (H)mm Net weightaround 1500g ColorIron Gray  CPUTypeIntel Celeron Processor N5100, 10nm  4C/4T   1.1GHz--2.8GHzGPUTypeIntel UHD Graphics 600 LCDScr...",209445,Chuwi
32,180396082,1214088982048,"Bạn đang tìm kiếm một chiếc laptop phù hợp với nhu cầu học tập - văn phòng, tự tin xử lý khối công việc hằng ngày cách mượt mà. Chiếc laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7 (20WE007NVN) là sự ...",25188000,25188000,0,0,0.0,0,0,available,"Bạn đang tìm kiếm một chiếc laptop phù hợp với nhu cầu học tập - văn phòng, tự tin xử lý khối công việc hằng ngày cách mượt mà. Chiếc laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7 (20WE007NVN) là sự ...",18604,Lenovo
33,184627417,3753258211917,Level the playing fieldĐã đến lúc nâng cao trải nghiệm game và esport của bạn vượt ra ngoài khái niệm “chỉ có thể chấp nhận được” với một chiếc PC nổi bật. Được thiết kế với bộ vi xử lý AMD thế hệ m...,18490000,18490000,0,0,0.0,0,0,available,Level the playing fieldĐã đến lúc nâng cao trải nghiệm game và esport của bạn vượt ra ngoài khái niệm “chỉ có thể chấp nhận được” với một chiếc PC nổi bật. Được thiết kế với bộ vi xử lý AMD thế hệ m...,5014279,Lenovo Ideapad
34,67982880,2084606252245,"Thông Số Kỹ Thuật CPU 10th Generation Intel Core i5 _ 1035G1 Processor (1.00 GHz, 6M Cache, up to 3.60 GHz)Memory 4GB DDr4 Bus 2666Mhz Onboard (1 x Slot RAM)Storage 256GB PCIe NVMe M.2 SSD (Support x ...",9850000,9850000,0,0,4.7,3,5,available,"Thông Số Kỹ Thuật CPU 10th Generation Intel Core i5 _ 1035G1 Processor (1.00 GHz, 6M Cache, up to 3.60 GHz)Memory 4GB DDr4 Bus 2666Mhz Onboard (1 x Slot RAM)Storage 256GB PCIe NVMe M.2 SSD (Support x ...",18604,Lenovo
35,134947044,5575996693414,"Laptop Dell Vostro 3400(70253900) Intel Core i5-1135G7/8GB RAM/256GB SSD/14.0"" FHD/WL+BT/McAfee MDS/OfficeHS19/Win 10 Home/BlackCấu hình mạnh mẽ, đa nhiệm mượt màDell Vostro 3400 được trang bị bộ CP...",13850000,13850000,0,0,5.0,2,6,available,"Laptop Dell Vostro 3400(70253900) Intel Core i5-1135G7/8GB RAM/256GB SSD/14.0"" FHD/WL+BT/McAfee MDS/OfficeHS19/Win 10 Home/BlackCấu hình mạnh mẽ, đa nhiệm mượt màDell Vostro 3400 được trang bị bộ CP...",18805,Dell
36,179408253,6396026934879,"Phân khúc laptop văn phòng trong tầm giá 11 triệu là phân khúc rất khó lựa chọn bởi sự canh tranh rất cao. Nổi bật trong số đó, Acer Aspire 3 A315-56-38B1 là một lựa chọn hoàn hảo ở bởi thiết kế đẹp,...",9626400,9626400,0,0,5.0,1,2,available,"Phân khúc laptop văn phòng trong tầm giá 11 triệu là phân khúc rất khó lựa chọn bởi sự canh tranh rất cao. Nổi bật trong số đó, Acer Aspire 3 A315-56-38B1 là một lựa chọn hoàn hảo ở bởi thiết kế đẹp,...",18803,Acer
37,174216794,7884127866361,Laptop HP ProBook 450 G8 51X30PA (i7-1165G7/ 8GB/ 512GB SSD/ 15.6FHD/ VGA ON/ Win10/ Silver/ LEB_KB/ Vỏ nhôm)THÔNG SỐ KỸ THUẬTSản phẩmMáy tính xách tayTên HãngHPModel450 G8 51X...,36396000,36396000,0,0,0.0,0,0,available,Laptop HP ProBook 450 G8 51X30PA (i7-1165G7/ 8GB/ 512GB SSD/ 15.6FHD/ VGA ON/ Win10/ Silver/ LEB_KB/ Vỏ nhôm)THÔNG SỐ KỸ THUẬTSản phẩmMáy tính xách tayTên HãngHPModel450 G8 51X...,17825,HP
38,190725467,3045538210291,"Sự xuất hiện của chip Intel Gen 12 đã làm cho laptop Dell Inspiron 16 5620 i7 (N6I7000W1) trở thành một trong những đối thủ đáng gờm của phân khúc laptop học tập - văn phòng, kèm theo card rời Geforce...",36528000,36528000,0,0,5.0,1,2,available,"Sự xuất hiện của chip Intel Gen 12 đã làm cho laptop Dell Inspiron 16 5620 i7 (N6I7000W1) trở thành một trong những đối thủ đáng gờm của phân khúc laptop học tập - văn phòng, kèm theo card rời Geforce...",18805,Dell
40,192926769,8147439840071,"Laptop Dell Inspiron T7420 2 in 1 N4I5021W được chế tác từ chất liệu bền chắc với nắp lưng được thiết kế từ kim loại cao cấp cùng màu bạc thanh lịch. Trọng lượng 1.57 kg và dày 18.5 mm, tạo nên một ph...",27072000,27072000,0,0,5.0,1,1,available,"Laptop Dell Inspiron T7420 2 in 1 N4I5021W được chế tác từ chất liệu bền chắc với nắp lưng được thiết kế từ kim loại cao cấp cùng màu bạc thanh lịch. Trọng lượng 1.57 kg và dày 18.5 mm, tạo nên một ph...",18805,Dell
41,197751617,2113396185053,"Thông số sản phẩm:Intel Core i7-1260P (18 MB cache, 12 cores, 16 threads, up to 4.70 GHz Turbo)16GB LPDDR5 4800 MHz (Onboard)512GB PCIe NVMe  (1 slot)Intel Iris Xe Graphics13.3 inch, QHD+ (...",32967600,32967600,0,0,0.0,0,0,available,"Thông số sản phẩm:Intel Core i7-1260P (18 MB cache, 12 cores, 16 threads, up to 4.70 GHz Turbo)16GB LPDDR5 4800 MHz (Onboard)512GB PCIe NVMe  (1 slot)Intel Iris Xe Graphics13.3 inch, QHD+ (...",18805,Dell
42,183243309,6164790248245,"CPU11th Generation Intel Tiger Lake Core i5 _ 1135G7 Processor (2.40 GHz, 8M Cache, Up to 4.20 GHz)Memory8GB Soldered DDR4-3200 (8GB Onboard, Free 1 Slot)Hard Disk256GB PCIe NVMe M.2 SSDVGAInte...",11050000,11050000,0,0,4.0,1,6,available,"CPU11th Generation Intel Tiger Lake Core i5 _ 1135G7 Processor (2.40 GHz, 8M Cache, Up to 4.20 GHz)Memory8GB Soldered DDR4-3200 (8GB Onboard, Free 1 Slot)Hard Disk256GB PCIe NVMe M.2 SSDVGAInte...",18604,Lenovo
43,140743794,6907618130876,"Thiết kế chắc chắnLaptop Dell Vostro 3405 P132G002ABL được thiết kế với tone màu đen truyền thống, các cạnh xung quanh được thiết kế vát gọn lại sẽ tạo cảm giác thanh thoát hơn, máy có trọng lượng kh...",8850000,8850000,0,0,0.0,0,1,available,"Thiết kế chắc chắnLaptop Dell Vostro 3405 P132G002ABL được thiết kế với tone màu đen truyền thống, các cạnh xung quanh được thiết kế vát gọn lại sẽ tạo cảm giác thanh thoát hơn, máy có trọng lượng kh...",18805,Dell
44,173151886,6696852353979,"ASUS Vivobook X413JA Core i3-1005G1 / RAM 4GB / SSD 128GB / 14″ Full HD / Win 10—————— THÔNG SỐ KỸ THUẬT ——————Display: 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 220nits, 45% NTS...",7000000,7000000,0,0,0.0,0,0,available,"ASUS Vivobook X413JA Core i3-1005G1 / RAM 4GB / SSD 128GB / 14″ Full HD / Win 10—————— THÔNG SỐ KỸ THUẬT ——————Display: 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 220nits, 45% NTS...",17826,Asus
45,191694005,9439225391494,Thông số kỹ thuật: Bộ VXL: Core i7 11800H 2.3Ghz-24MbCạc đồ họa: NVIDIA RTX3050 TI 4GB DDR6Bộ nhớ: 8GbỔ cứng/ Ổ đĩa quang: 512GB + 32GB SSDMàn hình: 16.1Inch FHDHệ điều hành: Windows 11 HomeM...,32490000,32490000,0,0,0.0,0,0,available,Thông số kỹ thuật: Bộ VXL: Core i7 11800H 2.3Ghz-24MbCạc đồ họa: NVIDIA RTX3050 TI 4GB DDR6Bộ nhớ: 8GbỔ cứng/ Ổ đĩa quang: 512GB + 32GB SSDMàn hình: 16.1Inch FHDHệ điều hành: Windows 11 HomeM...,17825,HP
46,181483376,4622850559807,"Laptop Acer Nitro 5 Tiger AN515 58 773YThông số kỹ thuật:CPU:Intel Core i7-12700H up to 4.7GHz, 25MB CacheRam:8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)Ổ cứng:512GB PCIe NVMe SED S...",36396000,36396000,0,0,0.0,0,0,available,"Laptop Acer Nitro 5 Tiger AN515 58 773YThông số kỹ thuật:CPU:Intel Core i7-12700H up to 4.7GHz, 25MB CacheRam:8GB DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)Ổ cứng:512GB PCIe NVMe SED S...",18803,Acer
47,149759687,1096915329196,"Laptop Acer Nitro 5 Gaming AN515 57 720A i7 (NH.QEQSV.004) sở hữu vẻ ngoài cá tính đúng chuẩn gaming, hiệu năng mạnh mẽ đến bộ vi xử lý Intel thế hệ thứ 11 tân tiến, card đồ hoạ rời NVIDIA GeForce RTX...",36922800,36922800,0,0,0.0,0,0,available,"Laptop Acer Nitro 5 Gaming AN515 57 720A i7 (NH.QEQSV.004) sở hữu vẻ ngoài cá tính đúng chuẩn gaming, hiệu năng mạnh mẽ đến bộ vi xử lý Intel thế hệ thứ 11 tân tiến, card đồ hoạ rời NVIDIA GeForce RTX...",18803,Acer
48,258667815,8702581061795,"Raider GE68 HX 13V - Light'Em UpVượt qua mọi giới hạn. Lấy cảm hứng từ việc khám phá ra hố đen Sagittarius A, chiếc Raider GE68 HX 13V một lần nữa biến điều không thể thành có thể. Với công nghệ hiện...",62990000,62990000,0,0,0.0,0,0,available,"Raider GE68 HX 13V - Light'Em UpVượt qua mọi giới hạn. Lấy cảm hứng từ việc khám phá ra hố đen Sagittarius A, chiếc Raider GE68 HX 13V một lần nữa biến điều không thể thành có thể. Với công nghệ hiện...",49067,MSI 
49,271472616,5022950388796,"Stealth 16 Mercedes-AMG Motorsport A13VLuxury Gaming ExperienceTại sự kiện Computex 2023 vừa qua, MSI vừa có màn comeback chấn động khi thông báo hợp tác với thương hiệu siêu xe hàng đầu Thế giới M...",80990000,80990000,0,0,0.0,0,0,available,"Stealth 16 Mercedes-AMG Motorsport A13VLuxury Gaming ExperienceTại sự kiện Computex 2023 vừa qua, MSI vừa có màn comeback chấn động khi thông báo hợp tác với thương hiệu siêu xe hàng đầu Thế giới M...",49067,MSI 
55,136940990,4943714945928,...,20990000,20990000,0,0,0.0,0,0,available,...,17825,HP
56,160445791,9856612542523,"Cấu hình ổn định, đa nhiệm tốtLaptop Lenovo IdeaPad 3 15ITL05 81X80055US sở hữu hiệu năng mạnh mẽ nhờ được trang bị con chip Intel chất lượng. Do đó, máy có khả năng đáp ứng mọi nhu cầu học tập và là...",10290000,10290000,0,0,0.0,0,0,available,"Cấu hình ổn định, đa nhiệm tốtLaptop Lenovo IdeaPad 3 15ITL05 81X80055US sở hữu hiệu năng mạnh mẽ nhờ được trang bị con chip Intel chất lượng. Do đó, máy có khả năng đáp ứng mọi nhu cầu học tập và là...",18604,Lenovo
57,169264166,5179533590508,"Hãng sản xuất Tên sản phẩmNhóm thuộc tính  |  Bộ vi xử lý Bộ vi xử lý Intel Core i5-1135G7Tốc độupto 4.20 GHz, 4 cores 8 threadsBộ nhớ đệm8MB Cache...",16290000,16290000,0,0,0.0,0,0,available,"Hãng sản xuất Tên sản phẩmNhóm thuộc tính  |  Bộ vi xử lý Bộ vi xử lý Intel Core i5-1135G7Tốc độupto 4.20 GHz, 4 cores 8 threadsBộ nhớ đệm8MB Cache...",17825,HP
58,270206343,6825243024328,"Hướng dẫn nhận quàLưu ý, quà tặng sẽ được gửi tặng đến khách hàng sau khi mua hàng thành công. Để nhận quà từ LG, các bạn cần thực hiện các bước sau:Truy cập vào trang web quà tặ...",39730000,39730000,0,0,0.0,0,0,available,"Hướng dẫn nhận quàLưu ý, quà tặng sẽ được gửi tặng đến khách hàng sau khi mua hàng thành công. Để nhận quà từ LG, các bạn cần thực hiện các bước sau:Truy cập vào trang web quà tặ...",18851,LG
59,196161158,3698563075880,"Laptop Dell Inspiron 16 5620 i5 (N6I5003W1) đánh bật mọi đối thủ trong phân khúc laptop học tập - văn phòng khi trang bị cho mình nguồn sức mạnh vượt bậc đến từ con chip Gen 12 cùng card rời MX 570, m...",21550000,21550000,0,0,0.0,0,0,available,"Laptop Dell Inspiron 16 5620 i5 (N6I5003W1) đánh bật mọi đối thủ trong phân khúc laptop học tập - văn phòng khi trang bị cho mình nguồn sức mạnh vượt bậc đến từ con chip Gen 12 cùng card rời MX 570, m...",18805,Dell
64,262530474,7284742121405,"Bước tiến hóa mới đã xuất hiện: sẵn sàng tiến vào thế giới game với phong cách cyberpunk đậm chất khoa học viễn tưởng, và đánh bại mọi đối thủ nhờ sức mạnh từ phần cứng thế hệ mới. Với vẻ ngoài mang ...",19990000,19990000,0,0,0.0,0,0,available,"Bước tiến hóa mới đã xuất hiện: sẵn sàng tiến vào thế giới game với phong cách cyberpunk đậm chất khoa học viễn tưởng, và đánh bại mọi đối thủ nhờ sức mạnh từ phần cứng thế hệ mới. Với vẻ ngoài mang ...",49067,MSI 
65,164397018,6440729872736,"Đánh giá Laptop HP Pavilion X360 14-dy0172TU (4Y1D7PA) (i3-1125G4/4GB RAM/256GB SSD/14 FHD Cảm ứng/Win11/Bạc)Thiết kế   Sở hữu hiết kế mạnh mẽ với các cạnh sắc nét, dòng chữ Pavilion ở bản...",15889500,15889500,0,0,0.0,0,0,available,"Đánh giá Laptop HP Pavilion X360 14-dy0172TU (4Y1D7PA) (i3-1125G4/4GB RAM/256GB SSD/14 FHD Cảm ứng/Win11/Bạc)Thiết kế   Sở hữu hiết kế mạnh mẽ với các cạnh sắc nét, dòng chữ Pavilion ở bản...",17825,HP
66,272493335,6792106841481,Dell Inspiron 7490 Core i7-10510U / 8GB / 512GB / Full HD / Win 10 / SilverHÀNG MỚI 100% –  NGUYÊN TEM TỪ NHÀ SẢN XUẤT—————— THÔNG SỐ KỸ THUẬT ——————BỘ VI XỬ LÝ10th Generation Intel Core i7-1...,16500000,16500000,0,0,0.0,0,0,available,Dell Inspiron 7490 Core i7-10510U / 8GB / 512GB / Full HD / Win 10 / SilverHÀNG MỚI 100% –  NGUYÊN TEM TỪ NHÀ SẢN XUẤT—————— THÔNG SỐ KỸ THUẬT ——————BỘ VI XỬ LÝ10th Generation Intel Core i7-1...,18805,Dell
67,180396140,6842052990756,"Laptop Acer Aspire A315 58 35AG i3 1115G4 là chiếc laptop laptop học tập - văn phòng sở hữu CPU gen 11 tiên tiến đến từ nhà Intel, đáp ứng tốt các nhu cầu cơ bản trên Office cũng như giải trí, lướt we...",10700000,10700000,0,0,0.0,0,21,available,"Laptop Acer Aspire A315 58 35AG i3 1115G4 là chiếc laptop laptop học tập - văn phòng sở hữu CPU gen 11 tiên tiến đến từ nhà Intel, đáp ứng tốt các nhu cầu cơ bản trên Office cũng như giải trí, lướt we...",18803,Acer
68,269955670,9291116704695,"Laptop MSI Modern 15 B7M 099VN dòng laptop sinh viên cấu hình mạnh, thiết kế đẹp mắt. Với mức giá hợp lý thì đây là một trong những dòng laptop MSI dành cho học sinh - sinh viên đang tìm dòng máy ...",14990000,14990000,0,0,0.0,0,0,available,"Laptop MSI Modern 15 B7M 099VN dòng laptop sinh viên cấu hình mạnh, thiết kế đẹp mắt. Với mức giá hợp lý thì đây là một trong những dòng laptop MSI dành cho học sinh - sinh viên đang tìm dòng máy ...",49067,MSI 
69,206840788,6347772299692,"Laptop Lenovo i7 ThinkPad E15 được thiết kế mỏng hơn, tích hợp công nghệ mới nhất mang lại cho bạn những trải nghiệm tuyệt vời. Màn hình 15.6"" cùng độ phân giải Full HD mang lại những trải nghiệm hình...",19490000,19490000,0,0,0.0,0,0,available,"Laptop Lenovo i7 ThinkPad E15 được thiết kế mỏng hơn, tích hợp công nghệ mới nhất mang lại cho bạn những trải nghiệm tuyệt vời. Màn hình 15.6"" cùng độ phân giải Full HD mang lại những trải nghiệm hình...",18604,Lenovo
